;Тип товара;Полное наименование;МНН;Лекарственная форма;Бренд;Фирма_производитель;Корпорация;Фармакотерапевтическая группа;АТС1;АТС2;АТС3;АТС4;АТС5;Ephmra1;Ephmra2;Ephmra3;Ephmra4;Год;Месяц;Объем1;Объем2;Объем3;Цена;Свыше_1500;размер_500до1500;до_500
1514;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;БИННОФЕРОН АЛЬФА РАСТ Д/В/В И П/К ВВЕД 3 МЛН.МЕ 0,9 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ВНУТРИВЕННОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;БИННОФЕРОН АЛЬФА;БИННОФАРМ ГРУПП;БИННОФАРМ ГРУПП;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2023;7;1875263.0;1951.0;1875263.0;961.1804202972835;недостаток;входит;избыток
1516;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;БИННОФЕРОН АЛЬФА РАСТ Д/В/В И П/К ВВЕД 3 МЛН.МЕ 0,9 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ВНУТРИВЕННОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;БИННОФЕРОН АЛЬФА;БИННОФАРМ ГРУПП;БИННОФАРМ ГРУПП;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2023;2;5277739.0;5517.0;5277739.0;956.6320464020301;недостаток;входит;избыток
1517;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;БИННОФЕРОН АЛЬФА РАСТ Д/В/В И П/К ВВЕД 3 МЛН.МЕ 0,9 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ВНУТРИВЕННОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;БИННОФЕРОН АЛЬФА;БИННОФАРМ ГРУПП;БИННОФАРМ ГРУПП;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2023;4;5745437.0;5600.0;5745437.0;1025.9708928571429;недостаток;входит;избыток
1518;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;БИННОФЕРОН АЛЬФА РАСТ Д/В/В И П/К ВВЕД 3 МЛН.МЕ 0,9 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ВНУТРИВЕННОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;БИННОФЕРОН АЛЬФА;БИННОФАРМ ГРУПП;БИННОФАРМ ГРУПП;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2022;12;2055163.0;2598.0;2055163.0;791.0558121632025;недостаток;входит;избыток
1520;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;БИННОФЕРОН АЛЬФА РАСТ Д/В/В И П/К ВВЕД 3 МЛН.МЕ 0,9 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ВНУТРИВЕННОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;БИННОФЕРОН АЛЬФА;БИННОФАРМ ГРУПП;БИННОФАРМ ГРУПП;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2022;6;1330999.0;1580.0;1330999.0;842.4044303797468;недостаток;входит;избыток
1529;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;БИННОФЕРОН АЛЬФА РАСТ Д/В/В И П/К ВВЕД 3 МЛН.МЕ 0,9 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ВНУТРИВЕННОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;БИННОФЕРОН АЛЬФА;БИННОФАРМ ГРУПП;БИННОФАРМ ГРУПП;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2022;5;2353240.0;2465.0;2353240.0;954.6612576064908;недостаток;входит;избыток
1534;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АЛЬТЕВИР РАСТ Д/И 1 МЛН.МЕ 1 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ИНЪЕКЦИЙ;АЛЬТЕВИР;ФАРМАПАРК ООО;ФАРМСТАНДАРТ АО;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2019;7;5674188.0;5268.0;5673325.0;1076.9409643128322;недостаток;входит;избыток
1539;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АЛЬТЕВИР РАСТ Д/И 3 МЛН.МЕ 1 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ИНЪЕКЦИЙ;АЛЬТЕВИР;ФАРМАПАРК ООО;ФАРМСТАНДАРТ АО;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2022;11;4016187.0;3810.0;3850997.0;1010.7603674540683;недостаток;входит;избыток
1542;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АЛЬТЕВИР РАСТ Д/И 3 МЛН.МЕ 1 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ИНЪЕКЦИЙ;АЛЬТЕВИР;ФАРМАПАРК ООО;ФАРМСТАНДАРТ АО;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2019;2;6428046.0;6705.0;6220620.0;927.7583892617449;недостаток;входит;избыток
1543;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АЛЬТЕВИР РАСТ Д/И 3 МЛН.МЕ 1 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ИНЪЕКЦИЙ;АЛЬТЕВИР;ФАРМАПАРК ООО;ФАРМСТАНДАРТ АО;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2019;1;4846595.0;5037.0;4652554.0;923.6756005558865;недостаток;входит;избыток
1544;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АЛЬТЕВИР РАСТ Д/И 3 МЛН.МЕ 1 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ИНЪЕКЦИЙ;АЛЬТЕВИР;ФАРМАПАРК ООО;ФАРМСТАНДАРТ АО;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2018;3;5714196.0;5786.0;5398003.0;932.9421016246112;недостаток;входит;избыток
1545;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АЛЬТЕВИР РАСТ Д/И 3 МЛН.МЕ 1 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ИНЪЕКЦИЙ;АЛЬТЕВИР;ФАРМАПАРК ООО;ФАРМСТАНДАРТ АО;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2018;1;8484741.0;8723.0;8137918.0;932.926516106844;недостаток;входит;избыток
1546;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АЛЬТЕВИР РАСТ Д/И 3 МЛН.МЕ 1 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ИНЪЕКЦИЙ;АЛЬТЕВИР;ФАРМАПАРК ООО;ФАРМСТАНДАРТ АО;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2022;9;6933843.0;6033.0;6726598.0;1114.9673462622245;недостаток;входит;избыток
1547;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АЛЬТЕВИР РАСТ Д/И 3 МЛН.МЕ 1 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ИНЪЕКЦИЙ;АЛЬТЕВИР;ФАРМАПАРК ООО;ФАРМСТАНДАРТ АО;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2022;6;5248393.0;6832.0;5116582.0;748.9142271662763;недостаток;входит;избыток
1548;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АЛЬТЕВИР РАСТ Д/И 3 МЛН.МЕ 1 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ИНЪЕКЦИЙ;АЛЬТЕВИР;ФАРМАПАРК ООО;ФАРМСТАНДАРТ АО;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2022;3;1669943.0;1588.0;1533422.0;965.6309823677582;недостаток;входит;избыток
1549;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АЛЬТЕВИР РАСТ Д/И 3 МЛН.МЕ 1 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ИНЪЕКЦИЙ;АЛЬТЕВИР;ФАРМАПАРК ООО;ФАРМСТАНДАРТ АО;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2021;3;8971469.0;14164.0;8774706.0;619.5076249646993;недостаток;входит;избыток
1550;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АЛЬТЕВИР РАСТ Д/И 3 МЛН.МЕ 1 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ИНЪЕКЦИЙ;АЛЬТЕВИР;ФАРМАПАРК ООО;ФАРМСТАНДАРТ АО;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2021;2;6897904.0;12061.0;6663074.0;552.4478898930437;недостаток;входит;избыток
1551;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АЛЬТЕВИР РАСТ Д/И 3 МЛН.МЕ 1 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ИНЪЕКЦИЙ;АЛЬТЕВИР;ФАРМАПАРК ООО;ФАРМСТАНДАРТ АО;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2020;5;7917004.0;7711.0;7771092.0;1007.7930229542212;недостаток;входит;избыток
1552;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АЛЬТЕВИР РАСТ Д/И 3 МЛН.МЕ 1 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ИНЪЕКЦИЙ;АЛЬТЕВИР;ФАРМАПАРК ООО;ФАРМСТАНДАРТ АО;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2019;11;6647309.0;7082.0;6423902.0;907.0745552103925;недостаток;входит;избыток
1553;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АЛЬТЕВИР РАСТ Д/И 3 МЛН.МЕ 1 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ИНЪЕКЦИЙ;АЛЬТЕВИР;ФАРМАПАРК ООО;ФАРМСТАНДАРТ АО;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2018;11;8407850.0;9669.0;8201564.0;848.2329092977557;недостаток;входит;избыток
1554;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АЛЬТЕВИР РАСТ Д/И 3 МЛН.МЕ 1 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ИНЪЕКЦИЙ;АЛЬТЕВИР;ФАРМАПАРК ООО;ФАРМСТАНДАРТ АО;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2018;9;13357667.0;13977.0;13152800.0;941.0316949273807;недостаток;входит;избыток
1555;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АЛЬТЕВИР РАСТ Д/И 3 МЛН.МЕ 1 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ИНЪЕКЦИЙ;АЛЬТЕВИР;ФАРМАПАРК ООО;ФАРМСТАНДАРТ АО;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2023;4;7067617.0;6894.0;6895759.0;1000.25514940528;недостаток;входит;избыток
1556;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АЛЬТЕВИР РАСТ Д/И 3 МЛН.МЕ 1 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ИНЪЕКЦИЙ;АЛЬТЕВИР;ФАРМАПАРК ООО;ФАРМСТАНДАРТ АО;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2022;8;6235750.0;6118.0;6010771.0;982.4731938542008;недостаток;входит;избыток
1557;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АЛЬТЕВИР РАСТ Д/И 3 МЛН.МЕ 1 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ИНЪЕКЦИЙ;АЛЬТЕВИР;ФАРМАПАРК ООО;ФАРМСТАНДАРТ АО;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2019;6;10309998.0;11070.0;10066329.0;909.3341463414635;недостаток;входит;избыток
1558;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АЛЬТЕВИР РАСТ Д/И 3 МЛН.МЕ 1 МЛ №5;ИНТЕРФЕРОН АЛЬФА-2B;РАСТВОР ДЛЯ ИНЪЕКЦИЙ;АЛЬТЕВИР;ФАРМАПАРК ООО;ФАРМСТАНДАРТ АО;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН АЛЬФА2B (L03AB05);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, АЛЬФА (L03B1);2019;7;7891592.0;8089.0;7701618.0;952.1100259611818;недостаток;входит;избыток
